201,4352,16797,4725,17370,30065
202,20,27247,28619,29975,31520
203,26852,29113,31745,26884,31483
204,13311,9463,21027,5817,14082
205,31216,27612,31552,19475,28542
206,3763,17374,1373,261,28573
207,16598,212,32059,30299,26849
208,2421,31537,3037,317,27982
209,21373,25795,2342,28660,14183
29791,210,28613,1887,13704,15735
211,3822,28512,29820,29253,5792
30299,212,32059,26849,18599,207
213,27127,892,22749,25683,27016
1387,214,29634,29777,27554,4314
215,13993,15101,14153,15726,6600
216,1393,670,27566,237,29780
28902,21563,29626,217,17138,31334
218,26892,6150,30236,23131,21401
27212,219,29826,32236,26879,29435
23789,18368,19779,220,29945,546
221,559,24507,30408,2720,1431
222,2169,28216,32418,1378,2632
17118,223,1582,4463,3835,3864
29690,298,224,16608,31568,27774
225,294,520,4639,2746,32273
226,20638,16263,20775,17268,19246
28646,227,27568,64,15634,29
32113,228,29811,897,28297,31332
29680,229,29398,30717,29038,29429
230,22923,595,17388,524,3759
1385,231,999,47,28229,13799
102,232,25729,14502,1027,16595
32540,233,27581,28337,29301,31780
234,30637,13568,5502,17132,16548
235,28589,7891,13959,15350,32564
32411,236,15012,31389,29500,30777
27566,16764,237,29780,670,13074
238,23707,19776,18365,23786,2372
2640,1379,16583,30394,239,4043
240,30258,23153,17256,7519,30944
241,16811,18393,28537,13472,28815
242,13705,3669,29653,3121,649
32455,243,29033,32256,32104,32307
983,244,15345,12515,12225,13650
29676,245,4595,1881,29562,21249
246,28657,14401,27105,17910,12531
247,30882,4602,10965,26819,400
248,27124,678,31954,5346,31935
249,32824,20979,2490,29302,5135
250,6678,2619,19282,23163,30268
251,32748,948,470,30537,197
30755,252,1390,27134,29496,32442
253,29921,27288,10176,1683,4984
254,17186,8293,4053,631,16856
255,29493,32417,29486,16232,28655
256,28591,32095,29490,2733,31105
29684,257,14122,13769,16050,29633
258,29683,26802,29954,3756,4528
16581,259,18016,2385,21248,1762
260,1556,8392,16856,17167,8293
28573,32419,1373,261,2666,3763
27576,262,168,27973,31036,28379
263,29581,3268,13253,19824,30257
264,29729,28580,26896,27589,29661
265,2368,32496,31998,31987,28216
266,17370,4352,17493,1471,29550
267,27536,26881,15801,28875,29723
268,32709,30880,31581,29632,32239
269,7033,2168,8597,30530,4400
28804,16725,270,29602,11954,30797
29799,271,29465,5093,26551,14358
71,20098,272,17158,21551,30693
273,26948,3743,8142,21556,4026
274,6151,2182,8733,29783,29073
17143,275,30775,17382,5221,17407
16575,276,24608,24220,22657,19624
277,3300,28949,28499,5229,31947
278,20870,1003,22981,1037,17075
279,27797,245,29676,21249,29562
280,17067,27144,4052,2155,6155
27580,1381,281,27574,32427,3505
282,26449,2610,22339,32775,23819
283,15399,12527,19951,12438,20578
284,25994,1764,29995,4813,26484
29775,1544,285,5203,1380,3042
286,1041,28079,2924,27946,21037
16820,287,2006,24983,1044,3780
1538,288,8166,27703,31738,495
28085,17073,289,112,32404,27592
290,27870,9580,22532,10164,31454
291,16214,25642,19366,4723,19065
292,3872,32273,30752,4984,27597
293,28251,18502,28874,28483,347
225,294,520,4639,2746,32273
295,32739,28214,480,32478,5448
296,27506,27739,32082,31484,1010
297,15677,29449,11839,3435,14343
29690,298,224,16608,31568,27774
299,3773,3375,4481,10376,1662
16792,300,25666,635,27578,4185
17373,301,6179,12,28858,20694
302,1382,27829,3150,29959,32084
16767,303,6674,27274,22549,25575
16225,304,11408,17916,30089,26822
305,17225,4474,30753,29300,151
17219,17450,306,2920,10822,19814
17077,307,18940,10399,18782,8707
27587,308,31510,29550,15418,12789
309,2591,8099,23653,12990,29554
310,27618,25931,18140,5791,23665
311,3038,31378,22146,30619,1477
312,17404,5170,582,17447,9625
313,23947,23703,26694,12121,13365
2598,1395,32456,314,4967,31456
315,13372,15292,4269,17240,30924
27631,316,16251,18148,13451,20286
317,3037,508,29314,208,2421
318,3008,31012,29756,30176,30999
27256,29983,319,31122,32499,8722
17460,2983,320,25253,22060,4363
321,2207,3029,30857,31399,20437
31346,3761,322,13441,20435,25387
323,23868,4645,2829,27496,28568
324,29818,28456,32101,15752,32450
3039,325,2748,32229,20127,2574
326,16179,13952,15897,17466,15646
2222,327,2599,2559,3732,4665
328,26984,13549,31735,32394,28714
329,16578,13972,5444,20836,2871
330,374,31338,16598,16303,19119
331,30159,20394,18017,655,16209
4685,332,3080,364,31340,1432
333,9927,24506,11374,30074,2157
334,3728,20136,32445,1826,17992
2642,335,1575,20119,23268,5939
336,12665,28009,31072,122,28645
31524,1386,337,2597,27601,28644
4657,1576,338,28107,395,21861
339,23548,16669,25445,22093,23731
340,31020,27958,9002,21866,5794
32146,27596,341,28706,21931,8440
342,32733,14875,15722,31574,13818
343,32171,11318,14507,32807,5374
23063,22407,344,13897,5260,20104
345,26786,31595,467,26914,28049
346,32257,32251,29643,2714,358
347,28483,28874,26785,200,28251
32483,27474,348,30131,28953,32120
349,1424,29993,32320,32378,11373
350,31767,31185,21043,27248,29976
351,17122,28594,5168,31315,31812
28709,352,28227,3453,28368,14786
353,126,29470,14836,515,31542
354,31567,17227,32278,27595,11085
355,10330,29426,3509,16245,9280
356,31563,29466,26786,28300,28983
357,31589,22829,1072,23689,4734
358,2714,4579,2861,30850,31836
359,28727,27655,31599,3544,15753
31332,28297,4674,2993,360,28217
361,29709,21187,17020,30160,1043
362,32314,32440,21001,29451,15718
363,31443,28445,28781,5043,15881
364,332,3080,4685,31340,27591
27636,4678,365,11756,12356,30282
366,27608,774,2536,4828,155
367,31854,32318,14065,29459,3284
368,31862,29763,32618,17991,28911
369,27715,1587,26933,31467,29276
1749,370,23819,2573,22339,2610
30774,371,17291,28491,32244,15645
372,4663,23288,30592,76,7296
29308,2830,373,32302,32245,4369
31338,374,330,16598,29663,27215
27694,2676,375,29329,30673,5355
376,31267,45,11895,27210,15354
377,17730,27378,17060,3979,17679
378,494,27755,2908,20572,2722
379,3872,29485,12484,27787,31596
380,28518,1525,1413,10478,2200
381,30492,30480,10111,20391,6771
382,935,30076,18486,30801,23433
383,17735,17920,17300,2497,3014
384,24441,7596,7779,18024,17879
385,23223,8535,16214,291,17101
386,26155,22769,16834,10887,1238
387,23209,11218,22177,6235,7777
388,11747,12373,12484,3872,23804
389,26706,12335,32061,29252,31317
390,19170,17577,7632,5042,24265
391,15531,29382,28533,32088,29117
392,3731,10466,10702,16208,32013
393,29506,8944,4834,20718,1777
394,20242,8766,9481,16958,5576
395,1576,4657,338,28107,12601
396,23226,27321,20224,9568,5017
397,3410,13154,16870,17889,3925
398,22740,6986,8469,26159,16836
399,5912,4249,1976,12767,6273
400,16905,30644,247,28197,16283
401,16172,12829,15506,4720,29574
17725,402,4440,26642,25977,12762
403,22807,25274,25874,30839,23870
404,164,959,455,4908,14573
405,19036,9970,19563,18920,12029
406,142,3010,10901,5154,30606
407,4694,8238,16305,20531,24234
408,28586,26918,3150,29959,27232
409,15181,12917,10416,18768,20878
410,14736,30892,20070,29691,7051
411,22234,472,9446,7020,6228
412,17473,17562,23960,20422,16240
413,17632,22031,8081,21303,6168
414,26161,9529,18211,9616,5985
415,1410,4060,23829,14171,30208
416,26491,26255,6312,5129,23543
417,14205,9942,30910,27641,30171
418,579,26953,16808,32217,17655
419,1047,5509,13186,21843,16530
23204,420,9178,22053,11069,25544
421,21706,10646,26382,14227,16705
422,13830,29596,29927,30677,149
423,17483,5451,4410,5484,25192
424,20121,27731,20425,3758,20039
425,30588,16793,30525,574,7246
426,27177,27502,27161,13512,21132
427,11168,20357,24759,23194,16837
428,23697,16617,22152,11395,18423
429,20209,1041,2308,28061,30009
430,28133,17410,27272,18430,26342
431,3991,2915,28084,20186,29027
432,791,32659,29183,1061,3484
433,8448,13154,2237,29848,21553
434,698,18765,17811,20794,734
435,24410,10842,9918,30406,18971
436,8642,30339,8584,8748,9174
437,31106,28041,17525,18612,5764
438,21051,18461,20496,32116,31000
439,894,9595,9795,6879,29409
440,17868,20382,19263,29520,12655
441,29005,31749,28738,27584,31720
442,10484,23214,2472,10469,26943
443,30637,821,29838,1054,2615
444,30497,2683,18577,30741,20038
445,3067,4967,32456,2598,1395
446,16306,20294,18824,19011,17967
17684,447,28055,937,9410,5175
448,29460,449,19329,18496,10173
449,18067,27366,27438,28161,14635
450,31829,456,11053,459,20971
2241,451,2084,8742,25622,2074
452,19464,21324,698,18765,20794
4661,453,3924,32517,32442,10305
454,6883,14579,32612,7556,8215
455,16847,404,959,1492,2519
456,31722,27260,29987,28612,450
23823,457,20300,23710,27457,10421
458,27799,25509,32326,10114,22280
459,21255,19348,11053,28439,21521
460,1053,20192,29177,8,29678
461,3828,23248,30900,47,20723
462,8119,26150,25418,5493,20053
463,17241,4543,26840,16177,4548
464,29591,16305,20531,30575,15042
465,19816,17928,19279,19361,16873
466,10331,3042,158,30671,20678
467,31813,534,28049,31114,345
468,32005,29495,31382,29288,32362
469,20590,1914,31397,29378,16878
470,948,1837,26691,1239,2860
471,20978,19300,77,29405,24476
472,411,17623,23459,1445,3875
473,26882,28669,31107,28042,31821
474,39,26599,5469,30179,29821
475,29507,10291,4696,32266,2502
476,17183,29515,31857,29256,32322
477,31857,29515,32322,29256,27493
478,31373,17196,993,10963,30157
479,17650,32473,19211,18273,17106
480,30503,295,31739,28020,31083
481,491,20932,383,17735,17920
482,991,3906,4759,16330,10150
483,999,47,28080,15072,20758
484,1027,20919,13830,16774,29596
485,17781,17897,24152,24476,334
486,14195,15430,30145,29751,5778
487,26929,1814,6853,4393,7018
488,23702,17666,5440,1913,17999
489,23220,21618,24799,24242,24140
490,31355,28329,29403,17907,32392
491,31365,481,1040,20932,29926
492,7753,8676,10256,29762,6718
493,17149,17515,30471,16922,2164
494,378,27755,20572,2722,2908
495,28710,28037,31102,2538,20702
496,17196,30473,16207,459,30345
497,2666,28573,1373,32419,261
498,17493,19958,30065,13506,17370
499,31999,3840,4120,15265,7345
500,29841,29300,30753,21551,272
501,14643,23212,30806,5447,1412
502,32083,31504,32272,31835,5173
32407,503,22491,15892,20204,31508
17383,504,9057,20067,7211,13414
2625,505,527,9429,20034,1241
506,28911,31862,368,29110,17991
507,4948,14761,8717,2507,31006
508,29314,3037,317,208,2421
30638,509,27772,5054,16136,27289
29193,30422,510,3261,27716,31782
511,28380,17181,29706,32545,27363
512,20866,2524,23839,20998,28081
513,17697,6663,4521,28250,31234
514,28505,29388,27650,981,29594
27620,31542,515,353,14197,126
516,28641,1587,369,774,27715
2971,517,11842,4693,31173,3209
10920,26832,518,30725,7418,2082
16603,519,1409,14815,8307,2862
520,2746,30752,292,294,225
30676,17312,521,3255,4534,19629
522,3225,878,4492,5194,3752
2655,31341,523,12414,6480,11998
17388,524,595,3759,5162,4065
30446,2316,525,20660,2927,6594
16202,526,13182,24417,18835,17643
527,2625,505,9429,20034,1736
528,2617,25632,864,6659,10164
529,32685,27482,31455,29824,31515
32755,530,27766,31333,30541,4447
32750,31436,531,29997,32752,2490
532,28493,32282,27689,32546,16734
533,2713,30865,1592,32764,28848
28049,534,31813,31114,29668,29091
535,13747,23496,17111,4845,1846
3270,31785,536,31029,27966,2493
537,27682,3764,32289,27653,28497
538,32264,29292,31797,26855,28531
29071,539,32269,27604,31393,20704
540,21569,28808,18318,23755,19727
16722,28799,541,23169,29608,4149
542,16737,21514,9783,574,30525
2031,28833,543,30528,2271,21952
28807,544,16721,2055,86,2401
545,23807,1793,17092,16588,112
546,28835,27218,29945,220,18368
547,31865,26119,27172,17681,2633
23790,28849,17644,19780,21637,548
549,31241,30168,23700,29533,27598
27553,550,28823,16220,937,17684
551,27435,4098,27826,17918,2583
552,16748,2124,2775,2759,681
553,17552,18205,22622,6661,22015
554,3941,16276,2418,16274,4537
1571,555,26482,6039,8732,15743
556,15778,3134,24017,29353,30396
557,16777,5377,5358,13770,1468
2879,558,21526,4866,5220,11565
559,221,2720,2570,4814,2819
31261,28844,560,32654,31252,31225
561,32595,20414,20213,31943,21037
562,32038,7704,27023,25526,3862
563,2528,5194,2985,30924,1593
21476,564,23453,23415,25507,7986
565,5887,21579,6249,5405,562
566,8394,31304,4018,1024,1756
567,1183,30692,22212,26081,4782
568,128,8962,6992,1060,20166
569,32203,28878,26989,28070,26949
27588,28567,570,1375,31521,5274
571,32391,20596,26275,31064,28001
572,17258,17098,31725,2949,28914
573,5203,31201,14606,3537,29775
574,16793,30525,30588,425,9783
575,32235,8485,9883,32089,5506
576,28600,27485,28084,4558,28794
577,6655,919,26203,6362,29842
21478,578,14029,17195,16505,17197
579,17911,418,27412,16808,26953
17871,580,17842,7911,6454,13814
581,23190,1542,19577,25597,8979
582,5170,23213,17404,312,18871
2206,21508,2602,583,23270,25874
21542,28623,584,10294,13993,15101
585,11762,12378,13014,12975,15240
586,26037,22582,13967,5070,22588
31013,587,5221,1178,6652,6682
588,2852,16791,23887,24169,26253
3033,589,24805,21111,9709,24521
590,4642,17481,8913,23657,21620
591,12667,27595,1474,85,32278
4046,2843,592,30970,17309,30279
22199,593,27182,27351,9958,4381
594,30458,3808,20738,30093,17114
17388,524,595,3759,5162,4065
596,10170,6797,28260,29538,28643
597,4537,16274,11024,17397,657
2682,30953,5137,598,3736,29875
26822,599,31311,304,16225,30089
2839,30908,600,2558,9526,6874
601,26962,23747,30830,29852,27293
27598,602,30140,981,549,194
2973,1212,30906,603,5180,22563
3034,604,3035,31142,32599,31692
605,15029,14236,10546,15357,12472
606,27619,31,10721,18098,16866
607,18706,29878,17153,654,32178
608,2647,4670,4434,15338,10292
32124,29819,1389,609,31756,26787
610,8766,17599,19112,6354,19031
611,4651,23282,24967,24262,5156
612,16723,12159,25759,15977,17572
613,16728,4314,19425,29741,29634
16730,614,1972,379,9900,12373
615,16726,5451,5306,17463,6375
616,16744,3983,18010,3912,4957
617,14172,15302,11592,12555,17533
618,16729,30185,17079,27609,2569
619,16727,18076,4145,19196,27328
620,30361,23086,22490,1245,30682
27746,621,10893,25301,31630,10873
622,27551,8188,26179,6836,22296
27747,623,21014,19412,29741,18945
624,3604,11601,17658,22071,3880
625,23199,23313,6148,18634,16637
626,12252,4435,13442,2900,1133
627,17294,21240,20833,853,1453
628,16743,17147,16757,17833,29555
629,27552,16735,10466,10702,4984
630,16742,26487,9104,5765,13285
631,3674,27447,23652,27562,21584
28822,632,32202,7403,16727,619
633,28812,17470,3604,11601,9200
634,29915,16065,29426,2796,26854
635,25666,27578,16792,300,25704
636,18359,19770,23782,20432,25196
16738,27557,637,4597,4051,32780
638,8542,6051,16311,4634,32454
28839,639,29737,27633,15594,15624
640,18181,16029,4912,12099,32793
641,22872,1115,796,24558,13304
642,2528,10176,5506,21718,1593
643,18901,6698,19411,6395,10672
16736,644,2421,30151,1462,1953
645,31465,32447,3910,26590,14359
1310,21547,19699,28800,23127,18292
27556,647,16759,1834,14175,32485
648,16746,2759,16321,5176,29124
649,28072,242,29653,28675,26866
650,27368,9288,4489,5774,25684
651,1704,7959,15893,14939,12785
652,103,26000,940,21534,4065
653,16756,18423,16231,20301,18826
654,17153,607,1056,29363,16376
655,16209,29617,1,18017,20394
656,20876,25686,6469,27165,24596
657,25025,23343,21817,2357,22762
658,2661,26673,4363,20027,25603
659,16790,27436,2933,5056,17835
660,27041,1175,13407,25561,183
21541,1357,18367,661,25331,30302
16786,662,7716,24520,27120,9789
663,16779,28855,16568,27057,31509
664,18353,19764,23777,21527,29954
27575,16753,665,26683,31982,113
666,26269,9303,27335,30183,24543
16783,667,27791,27807,20160,976
668,16805,25673,29899,1486,4692
669,6798,20778,30177,30603,30443
670,16764,29780,237,27566,1393
16758,671,27565,2152,9838,2154
672,16804,24448,16591,16359,19828
16796,673,6597,17834,19235,20327
674,7255,9157,21710,24388,2741
30522,675,16794,13687,10379,7741
17692,676,31295,16142,17110,25714
677,8094,3791,23076,20467,30462
678,248,31892,17935,13604,14996
92,679,2892,30078,2548,2134
680,31665,29686,7394,9366,27947
681,2859,4575,30950,3727,30459
682,2224,15947,24231,18097,16868
683,13413,4875,6428,30421,3329
684,10882,3842,30464,11598,6014
685,1170,17081,2461,5422,2137
686,1059,27830,26982,16914,4098
11110,687,30196,17592,23098,18753
19115,688,17590,11115,19496,20280
689,19725,5261,18316,30205,1548
17750,690,1338,19047,20401,19860
18795,691,10410,19691,18586,21328
692,17606,11920,13359,3398,7634
20225,22958,693,18757,20755,19224
1473,19710,21568,22931,30194,694
17799,20271,18774,695,1345,26239
18313,22943,696,30229,19721,1847
19478,697,12191,1858,30328,9564
18765,17811,698,20794,4768,1354
19479,699,19222,19558,10775,7922
700,7286,18756,20804,18071,20859
23577,701,8971,26159,7599,17187
30248,702,18803,23143,19762,17797
703,17602,19106,9690,9744,16381
19713,1436,30207,18306,23588,1166
705,18788,20227,17832,19531,18922
23582,5511,706,2259,21410,5525
707,1328,20254,18763,17816,19494
708,18779,18543,25187,4220,4777
30418,709,19247,19738,18329,4652
20799,27243,29971,19030,710,20378
711,19262,23102,18305,21537,19712
712,28964,1917,2990,29188,15455
713,881,2629,8886,17479,30764
714,1914,32798,28470,32378,29369
715,7608,8837,4816,17855,19241
21566,19711,30198,22928,18304,716
19260,717,7809,19300,30478,18864
30213,718,18331,23111,1304,19740
719,19507,20882,20887,9346,16522
23137,8992,30242,720,5522,10799
17613,721,8897,8933,4985,3489
19495,722,173,20787,29640,17840
1348,23434,723,21531,1301,30385
724,19995,9710,6964,8952,19366
725,1330,17803,20275,18807,11125
19513,726,23143,19762,1318,702
727,20323,17812,19236,23388,18271
1352,728,21546,29357,20930,3765
17591,729,29621,17144,5222,4384
730,30251,21581,11185,23146,26071
731,27405,25629,24637,21822,24498
732,20336,17826,4643,19194,20782
733,18555,19240,10498,16347,23244
734,17767,19086,8540,16754,24337
735,23947,18403,25982,3346,25514
19485,736,7277,7348,22774,5181
19200,737,17647,26577,2508,6819
738,22422,13362,5754,22421,11305
1299,18317,21550,23636,19726,30383
19498,20393,740,20379,7469,9644
741,11477,14496,7456,30578,7080
18324,23125,22953,1580,21564,30230
743,12089,19755,79,4641,1340
744,17822,18816,20282,11140,20825
745,22116,10203,12025,21762,3681
18557,746,24665,3970,7686,13186
747,21256,24112,2623,8053,7580
748,3381,3555,29919,29197,834
749,27903,20173,760,31134,907
21068,750,16780,27413,20803,10431
31193,2114,751,32600,31169,20565
752,32391,18091,28380,27484,44
753,20567,4017,1006,28102,32138
754,3162,763,17553,29240,19964
755,842,32052,825,19938,32614
756,20194,3372,28850,26,29672
757,29858,32737,32593,32624,27009
758,2079,19000,2611,16339,8854
759,3326,25126,28124,15299,20558
760,31134,27882,27903,31701,16566
761,12456,11511,11592,14787,28969
3064,762,16551,8353,14070,14515
763,17553,19941,19969,27188,27160
764,13981,1755,16818,8899,24224
765,818,1588,27154,5866,28155
766,794,3000,24150,18629,9798
767,24960,23332,26232,6898,3065
768,13180,32619,12306,20913,3136
769,22214,3562,21381,5935,1552
770,19180,18911,24116,24327,18058
771,14984,22334,12271,12443,22171
772,16867,2768,29151,27797,20924
773,27548,32279,28577,32625,29074
774,27740,366,27608,27851,32472
775,125,26912,26771,22012,28337
776,13039,14442,12010,3406,3157
777,18096,17086,24306,9190,18443
778,12454,12222,14117,12879,14087
779,32582,28178,31867,18617,17265
780,27951,22751,16553,21938,6558
781,31179,28398,2161,980,32196
782,29195,29393,28115,27135,31482
783,23320,21864,24117,23510,20264
784,1807,24784,16818,1755,13981
785,23346,6011,7207,20513,7247
786,7811,7876,13216,24232,24268
787,27203,28686,32689,20636,27147
788,11637,11268,15224,12960,16040
789,31213,16650,6021,6846,7522
790,19974,19961,32596,19967,820
791,29183,432,32659,1061,10942
792,11545,19947,3206,28180,24941
793,19970,29499,19950,19976,19980
794,766,9798,24150,17929,3000
795,32358,27509,20194,831,18098
796,3388,14948,13304,15380,16769
797,19972,19890,19908,19917,22555
798,17972,3366,24930,11613,13551
799,10548,6196,3213,31548,11929
800,24703,7112,21942,19466,23054
801,29204,31707,29424,28400,27937
802,23341,20177,9863,27430,16399
803,21251,19938,27678,25621,21764
804,27888,16395,28125,17971,14139
805,9812,2953,8383,28935,29203
806,512,19387,23839,2524,31060
807,18343,23768,19752,21653,21794
808,26224,15401,12993,13504,12128
809,19965,28348,32032,30810,841
810,29824,31515,29021,2785,28538
811,31898,32647,27077,6797,28859
812,31177,31891,32138,28152,29863
813,32105,28602,12201,15547,3529
814,17156,7429,19635,27359,18945
815,3578,11503,12511,3196,13521
816,3546,11519,31162,27917,15601
817,15996,14221,3553,5770,9380
818,1588,765,28321,32218,28155
819,10056,25200,16689,7560,25355
820,11441,19974,19961,11435,19967
821,29838,443,32132,1054,27492
822,3486,13629,14062,15650,15146
823,9586,21327,6671,8027,23367
824,3526,29451,13998,15718,29181
825,1199,3555,26267,830,29194
826,10568,2709,13511,772,10530
827,2115,32361,31023,27960,31094
828,27143,31118,31245,31175,24745
829,13218,3525,31441,12838,13063
830,1199,29179,31505,28476,15474
831,20194,795,31306,27509,756
3055,832,3498,5073,3487,29105
833,29224,65,27170,28892,27009
834,26267,30056,6438,31299,27867
835,24583,20560,19970,19965,793
836,25976,31179,10985,28398,781
